,rms0,rms1,rms2,rms3,zc0,zc1,zc2,zc3,mav0,mav1,mav2,mav3,var0,var1,var2,var3,wl0,wl1,wl2,wl3,ssc0,ssc1,ssc2,ssc3,contraction,output
0,0.02332605780218275,0.02332605780218275,0.02332605780218275,0.02332605780218275,48.0,48.0,48.0,48.0,0.018538366255808084,0.018538366255808084,0.018538366255808084,0.018538366255808084,0.0005440498945877803,0.0005440498945877803,0.0005440498945877803,0.0005440498945877803,3.08829610762635,3.08829610762635,3.08829610762635,3.08829610762635,89.0,89.0,89.0,89.0,1,4
0,0.1366437186471001,0.1366437186471001,0.1366437186471001,0.1366437186471001,57.0,57.0,57.0,57.0,0.101227565103222,0.101227565103222,0.101227565103222,0.101227565103222,0.018669923434109913,0.018669923434109913,0.018669923434109913,0.018669923434109913,19.723028526535472,19.723028526535472,19.723028526535472,19.723028526535472,88.0,88.0,88.0,88.0,1,5
0,0.047902476323490706,0.047902476323490706,0.047902476323490706,0.047902476323490706,68.0,68.0,68.0,68.0,0.03820258924520772,0.03820258924520772,0.03820258924520772,0.03820258924520772,0.0022904795754178685,0.0022904795754178685,0.0022904795754178685,0.0022904795754178685,7.738867529337596,7.738867529337596,7.738867529337596,7.738867529337596,100.0,100.0,100.0,100.0,1,1
0,0.061280905722611946,0.061280905722611946,0.061280905722611946,0.061280905722611946,73.0,73.0,73.0,73.0,0.044309672529699674,0.044309672529699674,0.044309672529699674,0.044309672529699674,0.0037553339472777146,0.0037553339472777146,0.0037553339472777146,0.0037553339472777146,9.523970001627657,9.523970001627657,9.523970001627657,9.523970001627657,94.0,94.0,94.0,94.0,1,6
0,0.03746931566028456,0.03746931566028456,0.03746931566028456,0.03746931566028456,64.0,64.0,64.0,64.0,0.02887700195659509,0.02887700195659509,0.02887700195659509,0.02887700195659509,0.0014037412443574913,0.0014037412443574913,0.0014037412443574913,0.0014037412443574913,5.8377803187644055,5.8377803187644055,5.8377803187644055,5.8377803187644055,99.0,99.0,99.0,99.0,1,3
0,0.07879697446097841,0.07879697446097841,0.07879697446097841,0.07879697446097841,44.0,44.0,44.0,44.0,0.054934688637268865,0.054934688637268865,0.054934688637268865,0.054934688637268865,0.006208455434724913,0.006208455434724913,0.006208455434724913,0.006208455434724913,9.513765925408451,9.513765925408451,9.513765925408451,9.513765925408451,88.0,88.0,88.0,88.0,1,2
0,0.030924844902740396,0.030924844902740396,0.030924844902740396,0.030924844902740396,57.0,57.0,57.0,57.0,0.024778373263148485,0.024778373263148485,0.024778373263148485,0.024778373263148485,0.0009561072090071402,0.0009561072090071402,0.0009561072090071402,0.0009561072090071402,4.229493317377097,4.229493317377097,4.229493317377097,4.229493317377097,87.0,87.0,87.0,87.0,1,3
0,0.04315389994441361,0.04315389994441361,0.04315389994441361,0.04315389994441361,76.0,76.0,76.0,76.0,0.03251126998401133,0.03251126998401133,0.03251126998401133,0.03251126998401133,0.0018622530826614193,0.0018622530826614193,0.0018622530826614193,0.0018622530826614193,7.585007722469924,7.585007722469924,7.585007722469924,7.585007722469924,101.0,101.0,101.0,101.0,1,1
0,0.09884294725958569,0.09884294725958569,0.09884294725958569,0.09884294725958569,62.0,62.0,62.0,62.0,0.07644289669473597,0.07644289669473597,0.07644289669473597,0.07644289669473597,0.00976817662895007,0.00976817662895007,0.00976817662895007,0.00976817662895007,15.142956859294506,15.142956859294506,15.142956859294506,15.142956859294506,86.0,86.0,86.0,86.0,1,5
0,0.05923945921307645,0.05923945921307645,0.05923945921307645,0.05923945921307645,66.0,66.0,66.0,66.0,0.04629470759985626,0.04629470759985626,0.04629470759985626,0.04629470759985626,0.0035087274031013033,0.0035087274031013033,0.0035087274031013033,0.0035087274031013033,10.400206385386234,10.400206385386234,10.400206385386234,10.400206385386234,97.0,97.0,97.0,97.0,1,6
0,0.02439478841083468,0.02439478841083468,0.02439478841083468,0.02439478841083468,47.0,47.0,47.0,47.0,0.01957935269873728,0.01957935269873728,0.01957935269873728,0.01957935269873728,0.0005950128035593121,0.0005950128035593121,0.0005950128035593121,0.0005950128035593121,2.961875982289281,2.961875982289281,2.961875982289281,2.961875982289281,92.0,92.0,92.0,92.0,1,4
